"
                    Code
                ","
                    Title
                ","
                    Term
                ","
                    Career
                ","
                    Units
                ","
                    Delivery
                "
ASGS1106,ASGS1106 Support For Microeconomics 1,"Second Semester, 2018",Undergraduate,6,In Person
ASGS1107,ASGS1107 Support for Communication For Business,"Second Semester, 2018",Undergraduate,6,In Person
HIST2022,Aboriginal and Torres Strait Islander History,"First Semester, 2018",Undergraduate,6,In Person
HIST6022,Aboriginal and Torres Strait Islander History,"First Semester, 2018",Postgraduate,6,In Person
PHYS8203,Accelerators and their application,"First Semester, 2018",Postgraduate,6,In Person
PREP1103,Accounting,"First Semester, 2018",Undergraduate,6,In Person
BUSN3051,Accounting Analytics,"Second Semester, 2018",Undergraduate,6,In Person
BUSN7051,Accounting Analytics,"Second Semester, 2018",Postgraduate,6,In Person
BUSN3051,Accounting Analytics,"First Semester, 2018",Undergraduate,6,In Person
BUSN7051,Accounting Analytics,"First Semester, 2018",Postgraduate,6,In Person
BUSN4500,Accounting Honours Thesis,"Second Semester, 2018",Undergraduate,6,In Person
BUSN4500,Accounting Honours Thesis,"First Semester, 2018",Undergraduate,6,In Person
INFS7004,Accounting Information Systems,"Second Semester, 2018",Postgraduate,6,In Person
INFS2005,Accounting Information Systems,"Second Semester, 2018",Undergraduate,6,In Person
INFS7004,Accounting Information Systems,"First Semester, 2018",Postgraduate,6,In Person
INFS2005,Accounting Information Systems,"First Semester, 2018",Undergraduate,6,In Person
BUSN1002,Accounting Processes and Systems,"First Semester, 2018",Undergraduate,6,In Person
BUSN1002,Accounting Processes and Systems,"Second Semester, 2018",Undergraduate,6,In Person
BUSN3001,Accounting Theory,"First Semester, 2018",Undergraduate,6,In Person
BUSN3001,Accounting Theory,"Second Semester, 2018",Undergraduate,6,In Person
LEGW8100,Accounts,"Spring Session, 2018",Postgraduate,3,Online
PREP1010,Achieve Literacy,"First Semester, 2018",Undergraduate,9,In Person
PREP1010,Achieve Literacy,"Second Semester, 2018",Undergraduate,9,In Person
PREP1011,Achieve Numeracy,"First Semester, 2018",Undergraduate,9,In Person
PREP1011,Achieve Numeracy,"Second Semester, 2018",Undergraduate,9,In Person
PREP1016,Activate Literacy,"Second Semester, 2018",Undergraduate,9,In Person
PREP1016,Activate Literacy,"First Semester, 2018",Undergraduate,9,In Person
PREP1018,Activate Mathematics,"First Semester, 2018",Undergraduate,9,In Person
PREP1018,Activate Mathematics,"Second Semester, 2018",Undergraduate,9,In Person
PREP1017,Activate Numeracy,"Second Semester, 2018",Undergraduate,9,In Person
PREP1017,Activate Numeracy,"First Semester, 2018",Undergraduate,9,In Person
ASIA8021,Activism and Social Change in Asia and the Pacific,"Second Semester, 2018",Postgraduate,6,In Person
ACST4031,Actuarial Control Cycle 1,"First Semester, 2018",Undergraduate,6,In Person
ACST8040,Actuarial Control Cycle 1,"First Semester, 2018",Postgraduate,6,In Person
ACST8041,Actuarial Control Cycle 2,"Second Semester, 2018",Postgraduate,6,In Person
ACST4032,Actuarial Control Cycle 2,"Second Semester, 2018",Undergraduate,6,In Person
ACST4600,Actuarial Research Essay,"First Semester, 2018",Undergraduate,6,In Person
ACST4600,Actuarial Research Essay,"Second Semester, 2018",Undergraduate,6,In Person
STAT6045,Actuarial Techniques,"Second Semester, 2018",Postgraduate,6,In Person
STAT3038,Actuarial Techniques,"Second Semester, 2018",Undergraduate,6,In Person
LAWS8652,Administrative Decision Making in Australian Migration Law,"First Semester, 2018",Postgraduate,6,Online
LAWS8652,Administrative Decision Making in Australian Migration Law,"Second Semester, 2018",Postgraduate,6,Online
LAWS2201,Administrative Law,"First Semester, 2018",Undergraduate,6,In Person
LAWS6201,Administrative Law,"First Semester, 2018",Postgraduate,6,In Person
LEGW8118,Administrative Law Practice,"Winter Session, 2018",Postgraduate,3,Online
LEGW8118,Administrative Law Practice,"Summer Session, 2018",Postgraduate,3,Online
PREP1013,Advance Literacy,"First Semester, 2018",Undergraduate,9,In Person
PREP1013,Advance Literacy,"Second Semester, 2018",Undergraduate,9,In Person
PREP1014,Advance Numeracy,"First Semester, 2018",Undergraduate,9,In Person
PREP1014,Advance Numeracy,"Second Semester, 2018",Undergraduate,9,In Person
SKRT6002,Advanced  Sanskrit Literature A,"First Semester, 2018",Postgraduate,6,Online
SKRT3002,Advanced  Sanskrit Literature A,"First Semester, 2018",Undergraduate,6,In Person
LING6030,Advanced Academic English,"First Semester, 2018",Postgraduate,6,In Person
LING2107,Advanced Academic English,"First Semester, 2018",Undergraduate,6,In Person
MATH2322,"Advanced Algebra 1: Groups, Rings and Linear Algebra","Second Semester, 2018",Undergraduate,6,In Person
MATH3104,"Advanced Algebra 1: Groups, Rings and Linear Algebra","Second Semester, 2018",Undergraduate,6,In Person
MATH3345,Advanced Algebra 2: Field extensions and Galois Theory,"First Semester, 2018",Undergraduate,6,In Person
COMP4600,Advanced Algorithms,"Second Semester, 2018",Undergraduate,6,In Person
COMP8460,Advanced Algorithms,"Second Semester, 2018",Postgraduate,6,In Person
MATH3116,Advanced Analysis 1: Metric Spaces and Applications,"First Semester, 2018",Undergraduate,6,In Person
MATH2320,Advanced Analysis 1: Metric Spaces and Applications,"First Semester, 2018",Undergraduate,6,In Person
MATH3320,"Advanced Analysis 2: Topology, Lebesgue Integration and Hilbert Spaces","First Semester, 2018",Undergraduate,6,In Person
PHIL3072,Advanced Analytic Philosophy,"First Semester, 2018",Undergraduate,6,In Person
GREK6125,Advanced Ancient Greek,"First Semester, 2018",Postgraduate,6,In Person
GREK3125,Advanced Ancient Greek,"First Semester, 2018",Undergraduate,6,In Person
ARAB3001,Advanced Arabic A,"First Semester, 2018",Undergraduate,6,Online
ARAB6503,Advanced Arabic A,"First Semester, 2018",Postgraduate,6,Online
ARAB6504,Advanced Arabic B,"Second Semester, 2018",Postgraduate,6,Online
ARAB3002,Advanced Arabic B,"Second Semester, 2018",Undergraduate,6,Online
BUSN8056,Advanced Auditing and Assurance Services,"Second Semester, 2018",Postgraduate,6,In Person
BUSN8056,Advanced Auditing and Assurance Services,"First Semester, 2018",Postgraduate,6,In Person
BUSN4056,Advanced Auditing and Assurance Services,"First Semester, 2018",Undergraduate,6,In Person
BUSN4056,Advanced Auditing and Assurance Services,"Second Semester, 2018",Undergraduate,6,In Person
MATH3228,Advanced Complex Analysis,"Second Semester, 2018",Undergraduate,6,In Person
COMP4560,Advanced Computing Project,"Second Semester, 2018",Undergraduate,6,In Person
COMP4560,Advanced Computing Project,"First Semester, 2018",Undergraduate,6,In Person
COMP3560,Advanced Computing R&D Industry Experience,"First Semester, 2018",Undergraduate,0,In Person
COMP3560,Advanced Computing R&D Industry Experience,"Second Semester, 2018",Undergraduate,0,In Person
COMP2550,Advanced Computing R&D Methods,"First Semester, 2018",Undergraduate,6,In Person
COMP3550,Advanced Computing R&D Project,"First Semester, 2018",Undergraduate,6,In Person
COMP3550,Advanced Computing R&D Project,"Second Semester, 2018",Undergraduate,6,In Person
COMP4450,Advanced Computing Research Methods,"First Semester, 2018",Undergraduate,6,Online
COMP6445,Advanced Computing Research Methods,"First Semester, 2018",Postgraduate,6,In Person
COMP4550,Advanced Computing Research Project,"First Semester, 2018",Undergraduate,12,In Person
COMP4550,Advanced Computing Research Project,"Second Semester, 2018",Undergraduate,12,In Person
PHIL3071,Advanced Continental Philosophy,"First Semester, 2018",Undergraduate,6,In Person
LAWS8218,Advanced Contracts,"Winter Session, 2018",Postgraduate,6,In Person
ENGN8224,Advanced Control Systems,"Second Semester, 2018",Postgraduate,6,In Person
FINM4015,Advanced Corporate Finance,"First Semester, 2018",Undergraduate,6,In Person
FINM4015,Advanced Corporate Finance,"Second Semester, 2018",Undergraduate,6,In Person
FINM8004,Advanced Corporate Finance,"Second Semester, 2018",Postgraduate,6,In Person
FINM8004,Advanced Corporate Finance,"First Semester, 2018",Postgraduate,6,In Person
FINM3007,Advanced Derivatives Pricing and Applications,"Second Semester, 2018",Undergraduate,6,In Person
MATH3342,Advanced Differential Geometry,"First Semester, 2018",Undergraduate,6,In Person
EMSC4109,Advanced Earth Physics,"Second Semester, 2018",Undergraduate,6,In Person
EMSC8019,Advanced Earth Physics,"Second Semester, 2018",Postgraduate,6,In Person
PHIL3073,"Advanced Ethics, Social and Political Philosophy","Second Semester, 2018",Undergraduate,6,In Person
BIOL3303,Advanced Field Studies in Functional Ecology,"Winter Session, 2018",Undergraduate,6,In Person
BIOL6303,Advanced Field Studies in Functional Ecology,"Winter Session, 2018",Postgraduate,6,In Person
BIOL6303,Advanced Field Studies in Functional Ecology,"Spring Session, 2018",Postgraduate,6,In Person
BIOL3303,Advanced Field Studies in Functional Ecology,"Spring Session, 2018",Undergraduate,6,In Person
ARCH8002,Advanced Field Training in Archaeological Science,"Winter Session, 2018",Postgraduate,6,In Person
MATH3343,Advanced Foundations of Mathematics,"First Semester, 2018",Undergraduate,6,In Person
FREN3010,Advanced French I,"First Semester, 2018",Undergraduate,6,In Person
FREN6010,Advanced French I,"First Semester, 2018",Postgraduate,6,In Person
FREN6011,Advanced French II,"Second Semester, 2018",Postgraduate,6,In Person
FREN3011,Advanced French II,"Second Semester, 2018",Undergraduate,6,In Person
MATH3325,"Advanced Functional Analysis, Spectral theory and Applications","Second Semester, 2018",Undergraduate,6,In Person
MATH6214,"Advanced Functional Analysis, Spectral theory and Applications","Second Semester, 2018",Postgraduate,6,In Person
EMSC4121,"Advanced Geochemistry, Petrology and Tectonics","First Semester, 2018",Undergraduate,6,In Person
EMSC8021,"Advanced Geochemistry, Petrology and Tectonics","First Semester, 2018",Postgraduate,6,In Person
INDN6104,Advanced Indonesian:  History and Development of the Language,"First Semester, 2018",Postgraduate,6,In Person
INDN3104,Advanced Indonesian: History and Development of the Language,"First Semester, 2018",Undergraduate,6,In Person
LAWS4264,Advanced International Law,"Second Semester, 2018",Undergraduate,6,In Person
FINM4106,Advanced Investments,"First Semester, 2018",Undergraduate,6,In Person
FINM8006,Advanced Investments,"Second Semester, 2018",Postgraduate,6,In Person
FINM4106,Advanced Investments,"Second Semester, 2018",Undergraduate,6,In Person
FINM8006,Advanced Investments,"First Semester, 2018",Postgraduate,6,In Person
ANTH8034,Advanced Issues in Anthropology,"Second Semester, 2018",Postgraduate,12,In Person
ITAL3016,Advanced Italian Topics in Language and Literary Studies,"Second Semester, 2018",Undergraduate,6,In Person
ITAL6510,Advanced Italian Topics in Language and Literary Studies,"Second Semester, 2018",Postgraduate,6,In Person
ITAL6509,"Advanced Italian Topics in Language, Culture and Society","First Semester, 2018",Postgraduate,6,In Person
ITAL3015,"Advanced Italian Topics in Language, Culture and Society","First Semester, 2018",Undergraduate,6,In Person
JPNS3006,Advanced Japanese:  Language in Context,"First Semester, 2018",Undergraduate,6,In Person
JPNS6506,Advanced Japanese: Language in Context,"First Semester, 2018",Postgraduate,6,In Person
JPNS6508,Advanced Japanese: Readings in Literature,"Second Semester, 2018",Postgraduate,6,In Person
JPNS3008,Advanced Japanese: Readings in Literature,"Second Semester, 2018",Undergraduate,6,In Person
KORE3015,Advanced Korean: Film and Society,"First Semester, 2018",Undergraduate,6,In Person
KORE6017,Advanced Korean: Film and Society,"First Semester, 2018",Postgraduate,6,In Person
KORE3018,Advanced Korean: Literature and Media,"Second Semester, 2018",Undergraduate,6,In Person
KORE6018,Advanced Korean: Literature and Media,"Second Semester, 2018",Postgraduate,6,In Person
LATN3125,Advanced Latin,"First Semester, 2018",Undergraduate,6,In Person
LATN6125,Advanced Latin,"First Semester, 2018",Postgraduate,6,In Person
CHIN6015,Advanced Literary Chinese,"Second Semester, 2018",Postgraduate,6,In Person
CHIN3015,Advanced Literary Chinese,"Second Semester, 2018",Undergraduate,6,Online or In Person
CHIN3015,Advanced Literary Chinese,"First Semester, 2018",Undergraduate,6,Online or In Person
CHIN6015,Advanced Literary Chinese,"First Semester, 2018",Postgraduate,6,In Person
BUSN3003,Advanced Management Accounting,"Second Semester, 2018",Undergraduate,6,In Person
BUSN8003,Advanced Managerial Decision Making,"Second Semester, 2018",Postgraduate,6,In Person
MATH3353,Advanced Mathematical Bioinformatics,"First Semester, 2018",Undergraduate,6,In Person
MATH6208,Advanced Mathematical Bioinformatics,"Second Semester, 2018",Postgraduate,6,In Person
MATH6208,Advanced Mathematical Bioinformatics,"First Semester, 2018",Postgraduate,6,In Person
STAT3056,Advanced Mathematical Statistics,"Second Semester, 2018",Undergraduate,6,In Person
STAT8056,Advanced Mathematical Statistics,"Second Semester, 2018",Postgraduate,6,In Person
MATH1116,Advanced Mathematics and Applications  2,"Second Semester, 2018",Undergraduate,6,In Person
MATH1115,Advanced Mathematics and Applications 1,"Second Semester, 2018",Undergraduate,6,In Person
MATH1115,Advanced Mathematics and Applications 1,"First Semester, 2018",Undergraduate,6,In Person
BIOL3203,Advanced Microscopy in Biosciences,"Summer Session, 2018",Undergraduate,6,In Person
BIOL6203,Advanced Microscopy in Biosciences,"Summer Session, 2018",Postgraduate,6,In Person
LAWS8165,Advanced Military Administrative Law,"Spring Session, 2018",Postgraduate,9,In Person
CHIN6524,Advanced Modern Chinese A,"First Semester, 2018",Postgraduate,6,In Person
CHIN3024,Advanced Modern Chinese A,"First Semester, 2018",Undergraduate,6,In Person
CHIN3025,Advanced Modern Chinese B,"Second Semester, 2018",Undergraduate,6,In Person
CHIN6525,Advanced Modern Chinese B,"Second Semester, 2018",Postgraduate,6,In Person
EXTN1014,Advanced Music (Classical) ANU,"Autumn Session, 2018",Undergraduate,6,In Person
EXTN1013,Advanced Music (Jazz) ANU,"Autumn Session, 2018",Undergraduate,6,In Person
PERS6005,Advanced Persian A,"First Semester, 2018",Postgraduate,6,In Person
PERS3005,Advanced Persian A,"First Semester, 2018",Undergraduate,6,In Person
PERS3006,Advanced Persian B,"Second Semester, 2018",Undergraduate,6,In Person
PERS6006,Advanced Persian B,"Second Semester, 2018",Postgraduate,6,In Person
PHIL3074,Advanced Philosophical Topics,"First Semester, 2018",Undergraduate,6,In Person
CHEM3202,Advanced Physical & Materials Chemistry,"First Semester, 2018",Undergraduate,6,In Person
LAWS8183,Advanced Principles of International Law,"Autumn Session, 2018",Postgraduate,6,In Person
PHIL4011,Advanced Readings in Philosophy,"Second Semester, 2018",Undergraduate,6,In Person
PHIL4011,Advanced Readings in Philosophy,"First Semester, 2018",Undergraduate,6,In Person
